Postcode,Price,Rooms,Bedroom2,Bathroom,Car,Landsize,Distance,Propertycount,Total_Solar_Capacity_kW,Total_Solar_Installations
3030,580000.0,3.5015384615384617,3.5490909090909093,1.8218181818181818,1.9485294117647058,548.0,14.7,15140.073846153846,211071.15899999999,33563
3031,843000.0,2.3536977491961415,2.4016064257028114,1.2369477911646587,0.9313304721030042,174.0,3.914469453376206,4661.585209003216,11149.285,1852
3032,950000.0,2.9074446680080483,2.9571045576407506,1.6273458445040214,1.7,318.5,5.891549295774648,5588.585513078471,21374.610999999997,3710
3033,810000.0,3.310344827586207,3.3155080213903743,1.7272727272727273,1.8440860215053763,555.0,12.283189655172412,5629.0,14980.887,2434
3034,815000.0,3.3006134969325154,3.2419354838709675,1.5241935483870968,1.7950819672131149,581.0,10.039877300613497,4502.0,10397.772,1802
3036,775000.0,3.869565217391304,3.9523809523809526,2.0476190476190474,2.25,572.5,14.5,2339.0,8178.382,1233
3037,642000.0,3.668831168831169,3.68,2.048,2.0813008130081303,636.5,18.0,4546.350649350649,66196.295,11783
3038,700500.0,3.5765765765765765,3.588888888888889,1.988888888888889,2.188888888888889,689.5,15.5,4427.5675675675675,35473.502,6000
3039,1115000.0,2.863157894736842,2.9208333333333334,1.5083333333333333,1.5,379.5,6.573333333333333,6232.0,11098.351999999999,1790
3040,1068750.0,3.0168224299065423,3.0965517241379312,1.6804597701149426,1.7523148148148149,473.0,7.9620560747663545,7363.484112149533,21558.02,3349
3041,1051000.0,3.236051502145923,3.2848101265822787,1.8481012658227849,1.8481012658227849,607.0,9.074248927038626,2732.3648068669527,12772.670999999998,1911
3042,790000.0,3.002906976744186,3.040160642570281,1.5622489959839359,1.653225806451613,548.0,11.500290697674417,2713.936046511628,19721.091,2739
3043,654000.0,3.2684563758389262,3.310077519379845,1.6666666666666667,1.9689922480620154,545.5,13.026845637583893,2620.0335570469797,28775.253,3547
3044,750000.0,2.814814814814815,2.8644688644688645,1.3553113553113554,1.6752767527675276,492.5,9.214814814814815,7485.0,21491.800000000003,3832
3046,677000.0,2.9843260188087775,3.0379464285714284,1.3772321428571428,2.015625,613.0,11.92742946708464,6542.794670846395,25721.735,4801
3047,528000.0,3.037433155080214,3.0675675675675675,1.2027027027027026,1.8231292517006803,613.0,14.064171122994653,2832.3262032085563,25761.542999999998,3476
3048,474000.0,3.217391304347826,3.263157894736842,1.4210526315789473,1.6,600.5,17.4,4185.159420289855,23595.362999999998,3787
3049,625000.0,3.4754098360655736,3.5098039215686274,1.6862745098039216,2.0588235294117645,565.0,16.5,2143.5081967213114,11909.969000000001,1965
3051,726000.0,2.2138364779874213,2.246153846153846,1.4,0.9747899159663865,90.0,2.0389937106918237,6821.0,4446.627,606
3052,1265000.0,2.8421052631578947,2.4878048780487805,1.6097560975609757,1.0731707317073171,183.0,2.319298245614035,2309.0,3851.084,299
3053,977500.0,2.5408163265306123,2.5256410256410255,1.4743589743589745,1.028169014084507,104.5,1.7,6786.0,4138.255999999999,367
3054,1530000.0,2.6991869918699187,2.6923076923076925,1.3076923076923077,0.686046511627907,182.5,3.382926829268293,2713.691056910569,4396.951,868
3055,769000.0,2.5789473684210527,2.679558011049724,1.2154696132596685,1.4576271186440677,365.5,5.557085020242916,7082.0,9331.273000000001,1790
3056,950000.0,2.608108108108108,2.6713483146067416,1.2949438202247192,1.1398809523809523,244.0,5.2,11918.0,21037.014,3277
3057,908500.0,2.446236559139785,2.5142857142857142,1.3785714285714286,1.2296296296296296,182.0,4.263440860215054,5533.0,7913.005,1322
3058,865000.0,2.9514388489208634,2.9274725274725273,1.3846153846153846,1.6496674057649667,402.5,7.533812949640288,9096.789568345324,41403.75,6637
3059,715000.0,4.022988505747127,4.101449275362318,2.260869565217391,2.391304347826087,657.0,20.4,4864.0,44881.413,6056
3060,669000.0,3.009478672985782,3.0473684210526315,1.3421052631578947,1.8677248677248677,602.0,12.718483412322275,5070.0,12333.77,2066
3061,500000.0,3.15,3.1666666666666665,1.3333333333333333,2.6666666666666665,585.0,15.55,1889.0,39658.58,2020
3064,562625.0,3.542134831460674,3.5886524822695036,1.9539007092198581,1.896797153024911,504.0,20.6,12617.193820224718,249093.974,36283
3065,1116500.0,2.466666666666667,2.5689655172413794,1.5172413793103448,1.0377358490566038,135.5,1.8566666666666667,5825.0,4768.503000000001,707
3066,910000.0,2.161290322580645,2.242424242424242,1.3535353535353536,0.9574468085106383,116.0,1.767741935483871,4553.0,5201.914000000001,528
3067,1021250.0,2.4525547445255476,2.536082474226804,1.422680412371134,1.0337078651685394,151.0,2.7153284671532845,4019.0,4884.269,589
3068,1265000.0,2.6141975308641974,2.6592592592592594,1.4296296296296296,0.9397590361445783,179.5,3.5274691358024692,4822.395061728395,13121.061000000002,2486
3070,1205000.0,2.7830188679245285,2.8542274052478134,1.4052478134110786,1.4376899696048633,313.0,5.399056603773585,11364.0,25555.974000000002,4933
3071,930000.0,2.546583850931677,2.6363636363636362,1.3760330578512396,1.5423728813559323,349.0,6.745341614906832,8870.0,17675.398,3015
3072,871000.0,2.8474226804123712,2.9310344827586206,1.3713527851458887,1.76,484.0,8.616907216494845,14577.0,36626.36,5785
3073,680000.0,2.787914691943128,2.8215547703180213,1.2968197879858658,1.8409893992932862,546.0,11.57914691943128,21650.0,43732.202999999994,7893
3074,640000.0,3.074766355140187,3.2439024390243905,1.3658536585365855,2.2560975609756095,560.0,15.3,7955.0,35629.176,4095
3075,663500.0,3.1634615384615383,3.247311827956989,1.3333333333333333,2.204301075268817,567.0,16.3,8279.0,24609.708,4163
3076,600000.0,3.2865497076023393,3.361111111111111,1.7152777777777777,1.9097222222222223,534.0,19.6,10926.0,55011.986000000004,8019
3078,1265000.0,2.9157303370786516,2.948529411764706,1.4852941176470589,1.6865671641791045,474.0,5.894943820224719,2633.1404494382023,15234.413,2407
3079,1212500.0,3.0343642611683848,3.057777777777778,1.6622222222222223,1.5515695067264574,592.0,7.96426116838488,4766.474226804124,17806.217,2683
3081,712500.0,2.7745098039215685,2.7576923076923077,1.2653846153846153,1.53125,586.0,9.471895424836601,2604.6470588235293,16683.660000000003,2419
3082,665500.0,3.346590909090909,3.408450704225352,1.7394366197183098,1.9645390070921986,603.0,17.9,10529.0,32685.232,6015
3083,750000.0,3.3878504672897196,3.515923566878981,1.713375796178344,1.8181818181818181,554.0,12.122429906542056,8455.55140186916,35786.572,6050
3084,1000000.0,3.276018099547511,3.3002915451895043,1.7317784256559767,1.780058651026393,641.5,10.375339366515838,2933.680995475113,26487.934999999998,4582
3085,780250.0,3.172932330827068,3.5454545454545454,1.8484848484848484,1.7272727272727273,587.0,13.28796992481203,3115.7443609022557,14010.903,2523
3087,755000.0,3.1102362204724407,3.1545454545454548,1.3636363636363635,1.7155963302752293,585.0,14.654330708661417,2119.472440944882,9566.652,1739
3088,817750.0,3.2793296089385473,3.359154929577465,1.732394366197183,1.8071428571428572,667.0,16.1,7012.223463687151,31156.351000000002,5428
3089,742500.0,3.3548387096774195,3.5416666666666665,1.9583333333333333,1.9583333333333333,760.5,21.8,4258.0,18530.769,2978
3090,1141000.0,2.5,4.0,2.0,2.0,1000.0,20.1,777.0,5705.776,659
3093,810000.0,3.0357142857142856,3.3157894736842106,1.894736842105263,2.0526315789473686,805.0,14.6,1624.0,6383.8189999999995,814
3094,880000.0,3.1875,3.3333333333333335,1.6666666666666667,1.868421052631579,821.0,16.2,3891.0,10317.569,1800
3095,901000.0,3.5634920634920637,3.6666666666666665,1.9393939393939394,1.9789473684210526,836.0,18.0,5621.777777777777,37871.001,5982
3096,987500.0,4.5,4.0,2.0,2.0,601.0,23.6,642.0,2849.08,484
3099,695000.0,4.0,4.0,2.0,2.0,909.5,26.1,1345.0,8309.694,1330
3101,1565000.0,3.3062098501070665,3.3323863636363638,1.9517045454545454,1.9515669515669516,546.0,5.507494646680942,10331.0,22624.309999999998,3118
3102,1754500.0,3.3507462686567164,3.4081632653061225,1.816326530612245,2.185567010309278,691.0,7.398507462686567,2671.0,6891.596,1050
3103,1810000.0,3.463636363636364,3.489082969432314,2.087336244541485,1.9911894273127753,665.0,8.881818181818181,5522.333333333333,13954.792000000001,2186
3104,1730000.0,3.697619047619048,3.696048632218845,1.993920972644377,2.027355623100304,696.0,9.433333333333332,7809.0,23484.143,3400
3105,1190000.0,3.54375,3.591304347826087,1.8782608695652174,1.9391304347826086,617.0,11.36875,4480.0,11332.509,1864
3106,1390000.0,4.021978021978022,4.057971014492754,2.318840579710145,2.130434782608696,787.0,15.5,6202.0,22896.019999999997,3578
3107,1155000.0,3.7122641509433962,3.767123287671233,1.9589041095890412,2.0551724137931036,706.0,13.199056603773586,5420.0,14933.052,2421
3108,1300000.0,3.5642023346303504,3.586021505376344,1.978494623655914,1.8978494623655915,659.0,13.28715953307393,9028.0,23029.311,3720
3109,1310000.0,3.6551724137931036,3.7155963302752295,2.0091743119266057,1.9537037037037037,664.0,14.3,10999.0,30860.664,5183
3111,1150000.0,3.810344827586207,3.840909090909091,2.0,2.0681818181818183,704.0,16.1,4790.0,18646.466,2776
3113,1162000.0,3.736842105263158,3.8,2.2666666666666666,1.8666666666666667,1493.0,21.1,1754.3157894736842,15333.089,2255
3115,1357500.0,3.6666666666666665,3.6666666666666665,2.0,2.0,19650.0,25.2,1328.0,7914.284,1042
3116,765000.0,3.25,3.25,1.875,2.0,734.0,27.100000000000005,3789.0,18175.475,2871
3121,1052000.0,2.3513071895424837,2.4145299145299144,1.4081196581196582,1.1204545454545454,151.0,2.5119281045751634,13578.959150326797,15140.857,2281
3122,750500.0,2.5490654205607477,2.6554878048780486,1.4939024390243902,1.4382716049382716,264.0,4.946728971962616,11308.0,12884.806,1753
3123,1320000.0,2.8309859154929575,2.9506726457399104,1.6801801801801801,1.6727272727272726,367.0,6.936971830985915,6482.0,9815.523000000001,1429
3124,1835000.0,3.4184397163120566,3.4233333333333333,1.9633333333333334,1.96,647.0,7.753427895981087,8920.0,20480.095999999998,3078
3125,1250000.0,3.4852320675105486,3.697530864197531,1.8024691358024691,1.7701863354037266,653.5,11.140506329113922,5678.0,14236.035,2269
3126,2300000.0,3.54014598540146,3.504424778761062,1.9823008849557522,1.9823008849557522,651.5,8.71970802919708,3265.0,7773.107,1048
3127,1525000.0,3.3061728395061727,3.3915857605177995,1.86084142394822,1.9120521172638436,641.5,10.820246913580247,4522.837037037037,17339.72,2911
3128,1338000.0,3.175438596491228,3.260869565217391,1.6304347826086956,1.6521739130434783,620.0,12.27017543859649,4605.0,18183.144,2611
3130,1225000.0,3.3714285714285714,3.4285714285714284,1.7202380952380953,1.8862275449101797,627.5,13.4,4535.476190476191,37127.91499999999,6075
3131,1001000.0,3.223021582733813,3.2956521739130435,1.617391304347826,1.7043478260869565,592.0,15.399999999999999,4676.884892086331,29398.273,4490
3132,971500.0,3.2972972972972974,3.3974358974358974,1.7435897435897436,1.8133333333333332,648.5,17.2,6871.0,18842.95,2987
3133,1127500.0,3.808080808080808,3.9775280898876404,2.033707865168539,2.102272727272727,660.0,17.2,4234.0,31460.38,5335
3134,930000.0,3.4029850746268657,3.5096153846153846,1.7692307692307692,1.8415841584158417,710.0,19.9,6481.0,45351.005999999994,6554
3135,910000.0,3.392,3.4234234234234235,1.7387387387387387,1.8773584905660377,700.0,21.3,4073.528,24706.034,4045
3136,850000.0,3.390625,3.410958904109589,1.6712328767123288,2.1095890410958904,864.0,23.0,9047.583333333334,55810.055,9767
3137,710000.0,3.090909090909091,3.0,1.5,2.1176470588235294,883.0,26.0,4654.0,25375.294,3704
3138,740000.0,3.5806451612903225,3.6,1.7636363636363637,2.0925925925925926,883.0,26.5,8280.0,29243.182,5371
3139,1150000.0,4.0,4.0,2.0,2.0,40500.0,35.2,1130.0,28747.031000000003,4187
3140,705000.0,3.4285714285714284,3.4,1.8,2.2,946.0,29.9,6732.0,29705.172,4463
3141,800000.0,2.147126436781609,2.1957831325301207,1.4186746987951808,1.1125,80.0,3.033793103448276,14887.0,5914.692,833
3142,1005000.0,2.737410071942446,2.711340206185567,1.7371134020618557,1.5833333333333333,240.5,4.394964028776978,7217.0,7823.843,858
3143,1205000.0,2.649789029535865,2.625,1.5454545454545454,1.4260355029585798,228.0,6.3,4836.0,5237.153,714
3144,1977500.0,3.029166666666667,3.0268817204301075,1.8655913978494623,1.7032967032967032,334.0,6.7387500000000005,4353.925,9421.721,1203
3145,1460000.0,3.16793893129771,3.2724358974358974,1.7724358974358974,1.9225806451612903,567.0,9.937913486005089,8300.664122137405,19088.333,3031
3146,1528800.0,3.124236252545825,3.2213541666666665,1.8203125,1.919060052219321,643.0,8.329327902240326,10412.0,23286.413,3601
3147,1417000.0,3.3071672354948807,3.3121951219512193,1.824390243902439,1.9852216748768472,677.0,11.005460750853242,2978.6621160409554,16681.474000000002,2812
3148,977500.0,3.2049180327868854,3.191780821917808,1.643835616438356,1.5833333333333333,507.5,12.69672131147541,3582.0,8278.58,1482
3149,1386000.0,3.6058091286307055,3.6578947368421053,1.9684210526315788,1.947089947089947,728.0,14.2,13366.0,42946.195,7150
3150,1206000.0,3.772727272727273,3.8864468864468864,2.1176470588235294,1.9407407407407407,702.0,16.7,13038.40909090909,83362.536,13782
3151,1076500.0,3.35,3.4339622641509435,1.6603773584905661,1.8,579.5,14.7,4048.0,13085.571,2385
3152,1000000.0,3.7476635514018692,3.8152173913043477,1.9456521739130435,2.1758241758241756,717.0,14.7,6307.2336448598135,50980.051,8631
3153,745500.0,3.276923076923077,3.32,1.72,2.326530612244898,725.0,23.2,4523.292307692308,46299.031,5444
3154,580600.0,3.0,3.0,1.2,1.6,1007.0,27.0,1690.0,5936.071,1014
3155,780000.0,3.290909090909091,3.4146341463414633,1.5853658536585367,2.075,739.0,25.0,9704.0,28568.96,5059
3156,760000.0,3.3835616438356166,3.4285714285714284,1.6984126984126984,2.1587301587301586,736.5,24.8,10432.027397260274,56900.969,9737
3158,825000.0,3.5,3.5,1.5,2.0,1596.5,29.3,2591.0,7879.725,1340
3159,810000.0,4.0,4.0,1.0,1.9485294117647058,4038.0,32.6,342.0,2917.85,518
3160,855000.0,3.6666666666666665,3.5,2.0,2.0,1294.5,30.399999999999995,1108.6666666666667,11224.732,1814
3161,609000.0,2.325301204819277,2.547169811320755,1.4150943396226414,1.2745098039215685,309.0,7.959036144578313,6923.0,11299.088,1426
3162,1165250.0,2.880281690140845,2.9310344827586206,1.6724137931034482,1.6724137931034482,347.0,8.990140845070423,4637.028169014085,15946.909,2328
3163,860000.0,2.533464566929134,2.559556786703601,1.4626038781163435,1.481994459833795,313.5,10.879724409448817,6052.2322834645665,21301.225,3656
3165,1160000.0,3.2641509433962264,3.206896551724138,1.645320197044335,1.9975369458128078,584.0,13.853859348198972,10969.0,27987.119,4612
3166,1033000.0,3.1196581196581197,3.1403508771929824,1.5847953216374269,1.8411764705882352,549.0,12.874786324786326,2965.008547008547,23434.423000000003,3541
3167,986000.0,3.298507462686567,3.295918367346939,1.5612244897959184,2.061224489795918,571.5,15.058208955223881,3692.0,13478.801,1933
3168,1045000.0,3.421875,3.4468085106382977,1.574468085106383,1.8297872340425532,716.0,16.7,5065.90625,18722.395,2066
3169,850000.0,3.211267605633803,3.240740740740741,1.4259259259259258,1.849056603773585,600.0,17.5,4027.3098591549297,24767.732,3748
3170,900500.0,3.5294117647058822,3.4886363636363638,1.8409090909090908,1.9659090909090908,655.5,18.8,7113.0,31719.239999999998,4470
3171,765000.0,3.0943396226415096,3.1463414634146343,1.2926829268292683,2.097560975609756,624.0,20.8,7412.0,28072.940000000002,4148
3172,854000.0,3.4029850746268657,3.5,1.8392857142857142,2.1964285714285716,570.0,22.2,3965.5223880597014,30607.180999999997,5190
3173,770000.0,3.4146341463414633,3.4615384615384617,1.564102564102564,2.1538461538461537,536.5,25.200000000000003,8459.0,56496.907999999996,8514
3174,650000.0,2.962025316455696,3.0588235294117645,1.3725490196078431,2.12,638.5,22.7,11806.0,39076.319,6834
3175,619250.0,3.1904761904761907,3.2803738317757007,1.514018691588785,2.0576923076923075,602.5,24.7,9526.349206349207,117448.533,10367
3177,513500.0,3.0,3.0,1.1428571428571428,2.0,589.0,28.8,3245.0,13017.544,2308
3178,920000.0,3.888888888888889,4.0285714285714285,2.057142857142857,1.9393939393939394,675.0,23.5,11667.0,57332.445999999996,9708
3179,952000.0,3.6842105263157894,3.5294117647058822,1.8823529411764706,2.0,735.5,22.2,2206.0,14171.846000000001,1648
3180,870000.0,3.88,3.7857142857142856,2.0714285714285716,1.9285714285714286,652.5,23.3,2949.0,15456.418000000001,2168
3181,1020000.0,2.2948717948717947,2.3128491620111733,1.3854748603351956,1.0845921450151057,159.0,4.641239316239316,6775.794871794872,6714.5419999999995,1037
3182,600000.0,2.064171122994652,2.0892857142857144,1.2633928571428572,1.0963302752293578,123.0,5.6911764705882355,13240.0,6650.139999999999,1050
3183,610750.0,2.15625,2.297872340425532,1.1702127659574468,0.9761904761904762,152.0,6.48125,2952.0,6789.88,1151
3184,717000.0,2.329861111111111,2.393939393939394,1.41991341991342,1.2079646017699115,220.5,7.470833333333333,8989.0,6226.805,1188
3185,900000.0,2.6867469879518073,2.856,1.608,1.4838709677419355,383.5,7.940361445783132,4061.578313253012,9165.938,1475
3186,1800000.0,3.2149122807017543,3.287323943661972,2.0480225988700567,1.9858356940509916,465.5,10.880701754385964,10579.0,23129.476000000002,3126
3187,1650000.0,3.513994910941476,3.5016835016835017,2.0976430976430978,2.0542372881355933,605.0,10.53002544529262,6938.0,17592.602,2708
3188,1350000.0,3.1443037974683543,3.2014134275618376,1.8374558303886925,1.875886524822695,583.0,13.866582278481014,4559.893670886076,18466.744,2961
3189,1002500.0,3.0873015873015874,3.1,1.64,1.95,588.0,14.469047619047618,2555.0,14215.727,1549
3190,1195000.0,3.044642857142857,3.1566265060240966,1.6144578313253013,1.8795180722891567,612.0,16.0,4794.0,10110.336,1590
3191,1650000.0,3.34375,3.585714285714286,2.0428571428571427,1.8428571428571427,532.5,15.199999999999998,4497.0,11990.929,1822
3192,1020000.0,3.1666666666666665,3.2857142857142856,1.6638655462184875,2.0588235294117645,581.5,17.9,9758.0,29463.799,4144
3193,1630000.0,3.466666666666667,3.6542056074766354,2.160377358490566,2.292452830188679,652.0,17.3,4582.666666666667,26279.291,3867
3194,892500.0,2.962962962962963,3.23943661971831,1.7746478873239437,1.8028169014084507,537.5,20.0,6162.0,15662.326000000001,1979
3195,986000.0,3.127853881278539,3.3311258278145695,1.8211920529801324,2.013245033112583,591.0,21.5,3868.205479452055,62195.85,8157
3196,836500.0,3.1176470588235294,3.25,1.7777777777777777,1.9859154929577465,544.5,27.0,2953.9579831932774,28921.394,5170
3197,727750.0,3.0,3.0833333333333335,1.3333333333333333,2.0416666666666665,379.0,31.199999999999996,2246.675675675676,14397.048,2676
3198,767500.0,3.3260869565217392,3.4324324324324325,1.6486486486486487,1.8108108108108107,630.0,35.4,8077.0,23304.245000000003,3964
3199,686000.0,3.2586206896551726,3.3493150684931505,1.6095890410958904,2.2054794520547945,674.0,38.0,14273.741379310344,69055.456,11622
3200,493000.0,3.1333333333333333,3.142857142857143,1.1428571428571428,2.0,599.0,36.9,2500.0,4699.355,986
3201,552500.0,3.2758620689655173,3.1923076923076925,1.7307692307692308,1.9230769230769231,559.0,34.9,8060.0,44361.214,6165
3202,790000.0,2.6,3.0,1.0,2.0,599.0,18.7,1048.0,6726.757,607
3204,1289500.0,3.142857142857143,3.1785714285714284,1.7289002557544757,1.8797953964194374,577.0,11.992277992277993,5454.249034749035,29307.523,4755
3205,1200000.0,2.551546391752577,2.6298701298701297,1.62987012987013,0.9473684210526315,128.0,1.9948453608247423,5943.0,5657.512000000001,693
3206,1850000.0,2.9095238095238094,2.921875,1.6041666666666667,0.8265895953757225,177.0,3.3052380952380953,2805.6238095238095,5626.159,984
3207,1190000.0,2.5067385444743935,2.5166051660516606,1.5724907063197027,1.1450980392156862,140.0,3.664959568733154,8648.0,14142.08,1177
3335,622750.0,3.411764705882353,3.0,1.6666666666666667,2.0,609.0,23.8,1210.0,42186.776,5955
3337,411500.0,3.5268817204301075,3.539325842696629,1.6629213483146068,2.0352941176470587,650.0,31.7,4599.118279569892,65820.907,11368
3338,412250.0,3.0869565217391304,3.1666666666666665,1.3833333333333333,2.0,603.0,29.800000000000004,4569.449275362319,77524.968,12316
3340,412000.0,3.2857142857142856,3.3333333333333335,1.6666666666666667,3.3333333333333335,818.0,37.5,2530.0,46046.637,7380
3427,460000.0,3.5,3.5555555555555554,1.7777777777777777,1.625,649.0,27.7,1184.0,12774.037,1939
3428,665000.0,3.0,3.0,1.0,5.0,591.5,22.9,271.0,2087.272,234
3429,520000.0,3.4050632911392404,3.4375,1.796875,2.1735537190082646,676.0,31.699999999999996,14003.335443037975,74634.234,11812
3431,791000.0,4.285714285714286,4.4,2.0,4.6,1729.5,47.4,1475.0,10040.391,1599
3437,695000.0,3.5454545454545454,3.6538461538461537,2.076923076923077,2.5384615384615383,2189.0,45.9,2715.181818181818,27375.299,3748
3438,690000.0,3.8333333333333335,3.8,2.0,2.6,850.0,48.1,849.0,6567.433,823
3750,598750.0,3.59375,3.5384615384615383,1.9807692307692308,1.9615384615384615,400.0,25.5,2940.0,64769.97,9256
3752,635000.0,3.609090909090909,3.6941176470588237,2.0823529411764707,2.1058823529411765,541.0,20.5,7969.0,35417.425,6053
3754,578000.0,3.564885496183206,3.5495495495495497,1.972972972972973,2.045045045045045,448.0,25.9,6241.297709923664,85158.329,13891
3756,484000.0,3.75,3.6666666666666665,1.7777777777777777,2.3333333333333335,756.5,44.2,3988.0,33331.767,5261
3757,472500.0,3.25,3.3333333333333335,1.6666666666666667,1.3333333333333333,972.0,35.5,2170.0,19770.322,2965
3765,735000.0,3.5,3.5,2.0,2.0,853.0,28.8,2493.0,9817.374,1570
3770,630000.0,3.0,3.0,2.0,6.0,859.0,33.0,810.0,10298.114,1076
3775,620000.0,3.0,3.0,2.0,1.0,863.0,31.4,1160.0,10557.385,1378
3777,688000.0,3.5,3.5,2.0,3.0,724.0,45.2,3307.0,22419.506999999998,3389
3782,655000.0,3.4,3.4,2.2,2.2,1034.0,36.9,1874.2,12010.135999999999,1955
3786,690000.0,3.0,3.0,1.0,2.0,591.5,29.5,604.0,2278.87,335
3788,810000.0,4.0,3.28810641627543,1.6803199751475613,1.9485294117647058,591.5,30.6,794.0,2157.6369999999997,319
3793,720000.0,4.0,4.0,2.0,2.0,1611.0,34.1,1424.0,7690.093,980
3795,1077500.0,3.5,3.5,2.0,2.5,57245.0,34.6,457.0,4775.682,498
3796,596500.0,3.25,3.25,1.25,1.25,964.0,31.6,3532.0,12795.386,2214
3802,676250.0,3.730769230769231,3.730769230769231,2.076923076923077,2.36,669.0,28.5,8443.0,34655.782,6645
3803,645000.0,3.0,3.0,1.5,2.6,791.0,32.3,3728.0,27519.9,3337
3805,635000.0,3.3846153846153846,3.5,1.8181818181818181,2.090909090909091,688.0,34.1,9376.0,94561.875,16865
3806,755000.0,3.723404255319149,3.7142857142857144,2.261904761904762,2.0,739.5,35.2,17093.0,93641.956,15540
3807,603500.0,3.2857142857142856,3.5,2.0,2.5,460.0,39.0,2017.2857142857142,14251.358,2245
3808,719500.0,3.5,3.5,2.0,2.0,1031.0,39.8,973.0,7123.193,977
3809,576500.0,3.8333333333333335,3.8333333333333335,1.8333333333333333,2.0,480.0,43.29999999999999,2768.0,48833.974,7029
3810,502500.0,3.65,3.6153846153846154,1.7692307692307692,2.230769230769231,649.0,47.3,17384.0,101435.50200000001,15740
3910,565500.0,3.3333333333333335,3.5714285714285716,1.9285714285714286,2.357142857142857,653.5,41.0,8743.0,34299.437000000005,5977
3975,613750.0,3.0,3.0,2.0,2.0,591.5,33.8,2322.0,39001.282999999996,6766
3976,622000.0,3.4285714285714284,3.5,1.6666666666666667,2.0,643.0,33.3,8256.0,35245.117,7018
3977,572000.0,3.6363636363636362,3.7,1.9333333333333333,2.3,581.0,34.7,5545.151515151515,222795.984,37420
3978,635000.0,3.8,3.0,2.0,2.0,591.5,43.4,2987.0,140757.76,19890
